8.23928e-08, 2.00005e-06, 3.90877e-06, 5.71507e-06, 9.44539e-06, 1.48589e-05, 2.11012e-05, 2.76261e-05, 3.48325e-05, 4.26461e-05, 5.04474e-05, 5.72792e-05, 6.19425e-05, 6.41346e-05, 6.47484e-05, 5.80787e-05, 4.5536e-05, 2.48444e-05, -6.78067e-06, -5.17631e-05, -0.000111733, -0.000188645, -0.000284697, -0.000402236, -0.000585984, -0.000746406, -0.000933779, -0.00116482, -0.00142926, -0.00173018, -0.00207081, -0.00245379, -0.00288159, -0.00335681, -0.00388196, -0.00445993, -0.00509284, -0.00574624, -0.00638054, -0.00719133, -0.00807083, -0.00902348, -0.0100542, -0.0111676, -0.0123683, -0.0136617, -0.0150534, -0.0165498, -0.0182951, -0.0199555
1.94956e-08, 6.29116e-07, 1.52594e-06, 3.09901e-06, 5.80248e-06, 9.60169e-06, 1.44211e-05, 2.00271e-05, 2.59967e-05, 3.18402e-05, 3.70416e-05, 4.10498e-05, 4.32406e-05, 4.3707e-05, 4.37193e-05, 3.96865e-05, 3.25223e-05, 2.16868e-05, 6.69169e-06, -1.29234e-05, -3.759e-05, -6.77429e-05, -0.000103811, -0.000146207, -0.0002095, -0.0002626, -0.000322469, -0.000393906, -0.000473232, -0.000560782, -0.000656887, -0.000761906, -0.000876205, -0.00100013, -0.00113402, -0.00127823, -0.00143284, -0.00159003, -0.00174179, -0.00192924, -0.0021287, -0.00234052, -0.00256503, -0.00280252, -0.00305322, -0.00331731, -0.0035949, -0.00388602, -0.00421082, -0.00451741
0.339, 0.339003, 0.339009, 0.339018, 0.33903, 0.339047, 0.339072, 0.33911, 0.339164, 0.339237, 0.339334, 0.339457, 0.339633, 0.339811, 0.33996, 0.340211, 0.340501, 0.340827, 0.34119, 0.341587, 0.342014, 0.342468, 0.342944, 0.343435, 0.344027, 0.344505, 0.344983, 0.345464, 0.34592, 0.346339, 0.34671, 0.347019, 0.347253, 0.347397, 0.347433, 0.347346, 0.34712, 0.346804, 0.346488, 0.345784, 0.344864, 0.343706, 0.342288, 0.340586, 0.338576, 0.336232, 0.333529, 0.330439, 0.326422, 0.322728
-2.00615e-09, -2.06841e-06, -1.36388e-05, -3.66107e-05, -5.67781e-05, -7.2053e-05, -8.1197e-05, -8.24104e-05, -7.25907e-05, -5.04592e-05, -1.68846e-05, 2.65256e-05, 8.63846e-05, 0.000146975, 0.000194813, 0.000274631, 0.000359794, 0.000449987, 0.000545029, 0.00064401, 0.00074542, 0.000848231, 0.00095169, 0.00105516, 0.00117478, 0.00127271, 0.00136926, 0.00146807, 0.00156596, 0.00166219, 0.00175634, 0.00184892, 0.00194062, 0.00203177, 0.00212273, 0.00221366, 0.00230531, 0.00240312, 0.0025073, 0.0026118, 0.00271772, 0.00282479, 0.00293318, 0.0030431, 0.00315532, 0.0032719, 0.00339573, 0.00353092, 0.00368165, 0.00385657
-4.20722e-08, 1.81094e-07, 1.01926e-06, -2.89683e-06, -1.93408e-05, -5.0704e-05, -9.6305e-05, -0.000158366, -0.000245231, -0.000363021, -0.000515098, -0.000702877, -0.000956776, -0.0011993, -0.00139774, -0.00172513, -0.00209856, -0.00251137, -0.00295506, -0.00342327, -0.00391461, -0.00442574, -0.00495183, -0.00548695, -0.00610593, -0.00660787, -0.00710576, -0.00760703, -0.00808679, -0.00853353, -0.00893468, -0.00928101, -0.0095643, -0.00977563, -0.00990683, -0.00994739, -0.00988535, -0.00976469, -0.00966221, -0.00926811, -0.00873099, -0.00803496, -0.00716303, -0.006102, -0.00484032, -0.00336605, -0.001668, 0.00026732, 0.00281526, 0.00509706
2.15702e-10, -3.08699e-08, -1.65607e-07, 6.29985e-07, 3.46616e-06, 8.13437e-06, 1.3718e-05, 2.01074e-05, 2.91636e-05, 4.2019e-05, 5.87103e-05, 7.8896e-05, 0.000104739, 0.000128813, 0.000148366, 0.000177874, 0.000207175, 0.000234844, 0.000259821, 0.000280284, 0.000293489, 0.000297216, 0.000289646, 0.00026927, 0.000217941, 0.000170455, 0.000109214, 2.77548e-05, -6.8056e-05, -0.000177946, -0.000301368, -0.000436637, -0.000581693, -0.00073483, -0.000894213, -0.00105849, -0.00122659, -0.0013877, -0.00153446, -0.00170899, -0.00188427, -0.00206008, -0.00223633, -0.00241397, -0.00259448, -0.00277903, -0.00296896, -0.00316527, -0.00337799, -0.00358671
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999999, 0.999999, 0.999998, 0.999998, 0.999997, 0.999995, 0.999994, 0.999992, 0.99999, 0.999987, 0.999984, 0.999981, 0.999977, 0.999974, 0.99997, 0.999966, 0.999962, 0.999958, 0.999955, 0.999952, 0.99995, 0.999948, 0.999948, 0.999948, 0.999948, 0.999949, 0.999952, 0.999956, 0.999962, 0.999968, 0.999974, 0.99998, 0.999985, 0.999988, 0.999989, 0.999984, 0.999973
-1.11366e-09, 3.5914e-06, 2.53306e-05, 6.59967e-05, 9.55544e-05, 0.000110137, 0.000108473, 8.77728e-05, 4.10955e-05, -3.38693e-05, -0.000133881, -0.000253709, -0.000406703, -0.000553263, -0.000668377, -0.000824033, -0.000939293, -0.00102328, -0.00110132, -0.00118589, -0.00126332, -0.00132585, -0.00137036, -0.00139647, -0.00139404, -0.00138477, -0.00133993, -0.00124865, -0.00111863, -0.000947706, -0.000734596, -0.00048076, -0.000188375, 0.000141685, 0.000508397, 0.000911863, 0.0013516, 0.00178524, 0.00218593, 0.0027443, 0.00336827, 0.00405119, 0.0047792, 0.00555406, 0.00638315, 0.0072693, 0.00821564, 0.00921223, 0.0103392, 0.0113788
0.67, 0.669993, 0.669979, 0.66996, 0.669941, 0.669915, 0.669863, 0.669767, 0.669619, 0.669405, 0.66911, 0.668721, 0.66814, 0.667536, 0.667026, 0.666125, 0.665065, 0.66383, 0.66236, 0.660646, 0.658759, 0.656745, 0.654632, 0.652447, 0.649732, 0.647508, 0.645203, 0.642753, 0.640298, 0.637871, 0.635507, 0.633248, 0.631144, 0.629246, 0.62761, 0.626291, 0.625342, 0.624667, 0.624051, 0.6244, 0.625343, 0.626895, 0.629053, 0.631873, 0.635427, 0.639762, 0.644927, 0.650923, 0.658959, 0.665862
-1.3, -1.29999, -1.29996, -1.2999, -1.29979, -1.29959, -1.29928, -1.29882, -1.29816, -1.29725, -1.29605, -1.29454, -1.29241, -1.2903, -1.28854, -1.28541, -1.28158, -1.27717, -1.27227, -1.26695, -1.26132, -1.25547, -1.24952, -1.24356, -1.23673, -1.23121, -1.22568, -1.22007, -1.21471, -1.20971, -1.20522, -1.20137, -1.19831, -1.19619, -1.19518, -1.19545, -1.19717, -1.19979, -1.20236, -1.20904, -1.2178, -1.22883, -1.2423, -1.25839, -1.27728, -1.29916, -1.32422, -1.35262, -1.38936, -1.42239
