2.0752e-17, -1.07616e-08, -2.15232e-08, -5.70291e-07, -6.4841e-07, -3.85694e-06, -4.14606e-06, -4.43518e-06, -1.46544e-05, -1.54036e-05, -3.70212e-05, -3.85771e-05, -4.0133e-05, -7.83123e-05, -8.10907e-05, -0.000137421, -0.000141862, -0.000146303, -0.000222991, -0.000229504, -0.000322327, -0.000331228, -0.000340129, -0.000446326, -0.000457779, -0.000566949, -0.000580908, -0.000682722, -0.000698884, -0.000715047, -0.000799451, -0.000817237, -0.000870224, -0.000888793, -0.000907362, -0.000915665, -0.000933909, -0.000890618, -0.000907416, -0.000924214, -0.000824966, -0.000839186, -0.000677644, -0.000688116, -0.000698588, -0.000520472, -0.000528137, -0.000331738, -0.000331483, -0.000331228
2.41978e-18, 4.67951e-07, 9.35903e-07, 2.48135e-05, 2.82386e-05, 0.000169109, 0.000181862, 0.000194614, 0.000646448, 0.000679615, 0.001639, 0.00170807, 0.00177715, 0.00347768, 0.00360159, 0.00613124, 0.00633102, 0.0065308, 0.0100406, 0.010338, 0.0147355, 0.0151517, 0.0155679, 0.0209135, 0.021468, 0.0275141, 0.028224, 0.034808, 0.0356872, 0.0365664, 0.0436881, 0.0447472, 0.0520517, 0.0532982, 0.0545448, 0.0620536, 0.0634923, 0.0708761, 0.0725098, 0.0741434, 0.0815001, 0.0833307, 0.0904152, 0.0924444, 0.0944736, 0.101463, 0.103691, 0.109174, 0.109046, 0.108918
1.0627, 1.0627, 1.0627, 1.0627, 1.0627, 1.06271, 1.06271, 1.06271, 1.06275, 1.06275, 1.06281, 1.06282, 1.06282, 1.06293, 1.06294, 1.06309, 1.0631, 1.06311, 1.06331, 1.06332, 1.06353, 1.06355, 1.06357, 1.06379, 1.06381, 1.064, 1.06402, 1.06418, 1.06419, 1.06421, 1.0643, 1.0643, 1.06431, 1.06431, 1.0643, 1.06422, 1.0642, 1.06406, 1.06402, 1.06397, 1.06382, 1.06375, 1.06368, 1.06359, 1.0635, 1.06355, 1.06343, 1.06367, 1.06368, 1.06369
-9.63471e-18, -4.65697e-07, -9.31394e-07, -2.4517e-05, -2.76039e-05, -0.00015231, -0.000162804, -0.000173299, -0.000530759, -0.000556181, -0.00125575, -0.00130613, -0.00135652, -0.00253437, -0.00262173, -0.00432217, -0.00445969, -0.0045972, -0.00690932, -0.00711047, -0.0099676, -0.0102454, -0.0105232, -0.0139612, -0.0143276, -0.0181866, -0.0186518, -0.0228286, -0.0234011, -0.0239737, -0.0284692, -0.0291554, -0.033751, -0.0345555, -0.0353601, -0.040087, -0.0410137, -0.0456945, -0.0467467, -0.047799, -0.0525387, -0.0537205, -0.0584196, -0.0597355, -0.0610515, -0.0658562, -0.0673057, -0.0710837, -0.0710009, -0.070918
-2.85347e-17, -1.6015e-08, -3.20301e-08, -8.3854e-07, -9.36365e-07, -4.82363e-06, -5.12592e-06, -5.4282e-06, -1.52449e-05, -1.59113e-05, -3.28952e-05, -3.4114e-05, -3.53327e-05, -6.12012e-05, -6.31815e-05, -9.79145e-05, -0.000100866, -0.000103818, -0.000148125, -0.000152234, -0.000203466, -0.000208863, -0.000214261, -0.000270851, -0.000277593, -0.000334386, -0.000342421, -0.000394184, -0.000403343, -0.000412501, -0.000454799, -0.000464803, -0.000492036, -0.000502397, -0.000512757, -0.000514736, -0.000524909, -0.000501662, -0.00051129, -0.000520919, -0.000479867, -0.000487981, -0.000396461, -0.000402037, -0.000407612, -0.000288068, -0.000293464, -0.000259836, -0.000259526, -0.000259215
-2.62075e-18, 5.79944e-09, 1.15989e-08, 3.00349e-07, 3.2976e-07, 1.44865e-06, 1.52338e-06, 1.59811e-06, 3.75437e-06, 3.89665e-06, 7.02098e-06, 7.25931e-06, 7.49765e-06, 1.19567e-05, 1.23192e-05, 1.79326e-05, 1.84502e-05, 1.89678e-05, 2.59944e-05, 2.66989e-05, 3.49547e-05, 3.58661e-05, 3.67775e-05, 4.59076e-05, 4.7079e-05, 5.83743e-05, 5.98179e-05, 7.12899e-05, 7.30229e-05, 7.47559e-05, 8.70715e-05, 8.92842e-05, 0.000110145, 0.000112588, 0.00011503, 0.000124123, 0.000127175, 0.000153996, 0.000158028, 0.000162059, 0.000204434, 0.000207575, 0.000163586, 0.00017047, 0.000177354, 0.000352331, 0.000358541, 0.000308047, 0.000307993, 0.00030794
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999999, 0.999999, 0.999999, 0.999997, 0.999997, 0.999991, 0.99999, 0.999989, 0.999976, 0.999975, 0.99995, 0.999947, 0.999945, 0.999902, 0.999897, 0.999834, 0.999826, 0.999739, 0.999726, 0.999712, 0.999594, 0.999574, 0.99943, 0.999402, 0.999374, 0.999196, 0.999158, 0.998955, 0.998906, 0.998857, 0.998618, 0.998555, 0.998291, 0.998213, 0.998134, 0.997828, 0.997731, 0.99747, 0.997476, 0.997482
5.09705e-17, -1.15988e-08, -2.31977e-08, -6.00693e-07, -6.59512e-07, -2.89707e-06, -3.04648e-06, -3.19589e-06, -7.50622e-06, -7.79071e-06, -1.40357e-05, -1.4513e-05, -1.49902e-05, -2.39305e-05, -2.46591e-05, -3.6018e-05, -3.70663e-05, -3.81146e-05, -5.25954e-05, -5.40391e-05, -7.15012e-05, -7.33986e-05, -7.52961e-05, -9.533e-05, -9.78102e-05, -0.000123083, -0.000126194, -0.00015259, -0.000156379, -0.000160168, -0.000188577, -0.00019342, -0.00023808, -0.000243448, -0.000248815, -0.000267596, -0.00027417, -0.000324192, -0.000332572, -0.000340951, -0.000415703, -0.000422079, -0.00031712, -0.000330601, -0.000344081, -0.00067071, -0.000682018, -0.000554086, -0.000554073, -0.000554061
-2.46093e-18, 2.46001e-08, 4.92003e-08, 1.27978e-06, 1.41499e-06, 6.66166e-06, 7.02154e-06, 7.38142e-06, 1.80617e-05, 1.87194e-05, 3.24231e-05, 3.34013e-05, 3.43795e-05, 4.88982e-05, 5.01862e-05, 6.35817e-05, 6.51436e-05, 6.67054e-05, 7.80448e-05, 7.98265e-05, 8.80787e-05, 9.00167e-05, 9.19546e-05, 9.68993e-05, 9.89425e-05, 0.000101168, 0.000103268, 0.000102998, 0.000105142, 0.000107285, 0.000106381, 0.000108645, 0.000111291, 0.000113561, 0.000115832, 0.000112917, 0.000115292, 0.000117124, 0.000120205, 0.000123285, 0.000153097, 0.000155811, 0.000133619, 0.000135446, 0.000137272, 9.41942e-05, 9.93933e-05, 0.000254545, 0.000254074, 0.000253602
-0.3207, -0.3207, -0.320701, -0.320724, -0.320726, -0.320826, -0.320833, -0.32084, -0.321057, -0.321071, -0.32139, -0.321414, -0.321437, -0.321863, -0.321898, -0.322421, -0.32247, -0.322519, -0.32315, -0.323216, -0.323931, -0.324015, -0.324099, -0.324908, -0.325012, -0.325884, -0.326011, -0.326933, -0.327084, -0.327235, -0.328225, -0.328403, -0.329433, -0.329639, -0.329844, -0.330938, -0.331173, -0.332293, -0.332558, -0.332823, -0.333929, -0.334222, -0.33517, -0.335487, -0.335805, -0.336565, -0.336896, -0.336915, -0.336897, -0.336879
0.7572, 0.7572, 0.7572, 0.75719, 0.757188, 0.757127, 0.757122, 0.757116, 0.75692, 0.756906, 0.756495, 0.756466, 0.756436, 0.755729, 0.755677, 0.754657, 0.754576, 0.754494, 0.753119, 0.753, 0.751319, 0.751156, 0.750993, 0.748997, 0.748783, 0.74658, 0.746311, 0.743983, 0.743655, 0.743327, 0.740906, 0.740519, 0.738144, 0.737696, 0.737248, 0.734867, 0.734354, 0.73191, 0.731321, 0.730733, 0.727812, 0.727125, 0.723266, 0.722449, 0.721632, 0.716293, 0.715324, 0.709728, 0.709785, 0.709843
